,KCCAns,QueryText
2368,SOYABEAN JINTUR MARKET RATE OF 3034-3034 RS  /QTL,FARMER ASKED ABOUT MARKET RATE OF   SOYABEAN  ?
2369,"Varieties of potato-Kufari lavkar,kufari chandramukhi,kufari sinduri,kufari jyoti.",Asked about Varieties of potato?
2370,"variety of sorghum - m-35-1 ,  parbhani shakti , phule revati .",asked about variety of sorghum ?
2371,Apply Chloropyriphos 500 ml / 150 lit of water for Drip.,Attack of White Grub On TURMERIC ??
2372,LIMBOLI ARK 1500 PPM -2 ML /LITRE,ASKED ABOUT PLANT PROTECTION IN TIRMERIC ?
2373,00:52:34-60 GRAM + MICROLA-30 MILI / 15 LITER WATER.,ASKED ABOUT FERTILIZER DOSE FOR GROWTH OF COTTON?
2374,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL,FUNGAL ATTACK ON CHILLI ?
2375,CULTIVATION TIME OF SAFFLOWER- SEPTEMBER - OCTOMBER,ASKED ABOUT  SOWING TIME OF SAFFLOWER ?
2376,spray nuvan 15ml / 15 liter of water OR verticilium lacani 40ml / 15 liter of water for controlling meali bug on custard apple,asked about attack of mealy bug on custard apple ?
2377,FUNGUS ATTACK ON TURMERIC- Redomil Gold 45 gm+humic Acid 30 ml(Mephonaxon+mancozeb)syngnt,ASKED ABOUT FUNGUS ATTACK ON TURMERIC ?
2378,Spray Chloropyriphos 30 ml/15 Lit of Water.,asking about sucking pest on cotton ?
2379,Spray Antracol 25 gm/15 Liter of Water (Propineb)-Bayer,ASKING ABOUT ATTACK OF FUNGAL Downy or Powdery CONTROLL on turmeric ?
2380,"Sowing method and seed ratio



       Generally, sowing of native greenbushes should be done by Prabhari or Tiffani. Keep the sowing distance to 30 x 10cm.



For small grains (eg flowers, G-12) - 60 to 65 kg / ha.



For moderate grains (Vijay) - 65 to 70 kg / ha.



For tip-and-grains (Faith, Digvijay, Virat) - 100 kg / ha.",ASKING SEED RATE OF GRAM ?
2381,12 61 00- 60 GM  + MICROLLA 30 ML + M 45-40 GM /15 LITER WATER,ASKED ABOUT YELLOWING ON TURMERIC ?
2382,Attack of white fly on chilli-Spray of Ullala 8 gm/15 Lit of Water.,Asked about Attack of white fly on chilli?
2383,Spray Cabriotop 30 gm/15 Liter of Water-metiram (dithiocarbamate),FUNGAL ATTACK ON TURMERIC ?
2384,FERTILIZER SPRAY ON TURMERIC - SPRAY 12 61 00 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,ASKING ABOUT FERTILIZER SPRAY ON TURMERIC ?
2385,SPRAY BAVISTIN- 30 GRAM / 15 LITER OF WATER,ASKED ABOUT ATTACK OF BLIGHT ON CABBAGE?
2386,BLIGHT ATTACK ON TURMERIC - SPRAY RIDOMIL GOLD 30 GM ( METALAXYL 4 % + MANCOZEB 64 % )+ MICROLA 30 ML / 15 LITERS OF WATER. SYNGENTA,ASKING ABOUT BLIGHT ATTACK ON TURMERIC ?
2387,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,FERTILIZER SPRAY ON TURMERIC
2388,AFTER 15 TH OCTOBER,FARMER ASKING ABOUT THE SOWING TIME OF JOWER ?
2389,ATTACK OF CATERPILLAR ON TUR - Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,ASKED ABOUT ATTACK OF CATERPILLAR ON TUR ?
2390,SPRAY TRIZOPHOS + DELTAMETHRIN 2 ML / LITTER WATER,ASKED ABOUT FRUIT AND SHOOT BORER ON BRINJAL?
2391,Yellowing leaves on turmeric-Spray of Bavistine 30gm + microlla 30ml/15lit of Water.,Asked about Yellowing leaves on turmeric?
2392,contaf 15ml /15 LITERS OF WATER,ASKING ABOUT CONTROLL OF BLIGHT ATTACK on turmeric ?
2393,Attack of sucking pest in bhindi-Spray of bio-303 15ml/15 liter water.,Asked about Attack of sucking pest in bhindi?
2394,Spray Quinolphos 30 ml / 15 liter water,asking about termeric crop?
2395,FERTILIZER SPRAY FOR PIGEON PEA AT FLOWERING STAGE  SPRAY 12 61 00   60 GM + CALCIBOR - 50 GARM /15 LITERS OF WATER,ASKED ABOUT FERTILIZER SPRAY FOR PIGEON PEA AT FLOWERING STAGE ?
2396,"YOU CAN USE FOLLOWING SB 11, TAG 24, PHULE UNNATI",ASKED ABOUT VARIETIES OF GROUNDNUT?
2397,SPRAY Pendimethylin 1-1.5 kg a.i/ha in 800-1000 lit of water,MANAGEMENT IN BENGAL GRAM ?
2398,Spray Regent 20 ml/15 liter water(Fipronil 5 SC)-.BAYER CROP SCIENCE,ASKED ABOUT ATTACK OF SUCKING PEST ON COTTON ?
2399,SPRAY 00 52 34  60 GM + MICROLLA  30 ML /15 LITERS OF WATER,ASKED ABOUT GROWTH OF DRUMSTICK?
2400,Spray m-45 20 gm /15 liter water.(Mancozeb) INDOFIL,asked about blight in methi
2401,BLIGHT IN MARIGOLD- Spray Curzate 25 gm/15 Liter of Water (Cymoxanil+Mancozeb)-Dupont,ASKED ABO0UT BLIGHT IN MARIGOLD ?
2402,Tuber fly in turmeric - Phorate(Thimet) 10kg/Acre Application.,asked about Tuber fly in turmeric ?
2403,Spray Ullala 8 gm/15 Lit of Water.UPL,Attack of White Fly on chilli ?
2404,CATERPILLAR ATTACK ON TURMERIC - spray Chloropyriphos 40 ml / 15 lit of water.,ASKED ABOUT CATERPILLAR ATTACK ON TURMERIC ?
2405,Drenching of Chloropyriphos 40 ml + Blu Copper-30 gram / 15 lit of water.,Asked About Attack of White Grub ?
2406,DRENCHING OF HAMALA 550 1500 mili / 200 liter of water through drip,asked about tuber fly in turmeric ?
2407,SPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE,ASKING ABOUT REDDNING OF COTTON?
2408,Spray Chloropyriphos 30ml(Blaze (Indofil))/15 Liter of Water.,ASKING ABOUT ATTACK OF CATTERPILLAR ON pigeon pea ?
2409,???? ????????? 04 ????/15???? ??????????? ???? ?????? ?????.,ASKED ABOUT ATTACK OF THRIPS ON PAPAYA?
2410,SPRAY 19 19 19 40 GM + MICROLLA 30 ML + humic acid 30 ml/15 LITERS OF WATER,asked fertiliser spray for
2411,ABOUT NUTRIENT MANAGEMNET FOR TURMERIC USE 12:61:00 6 KILO THROUGH DRIP.,FARMER ASKED ABOUT NUTRIENT MANAGEMNET FOR TURMERIC ?
2412,FERTILIZER drenching FOR GROWTH on turmeric-SPRAY 19 19 19-3kilo + MICROLLA 300 ML+humic acid-300 mili /15 LITERS OF WATER,FERTILIZER drenching FOR GROWTH on turmeric?
2413,irrigate uria 2 kilo + 00:52:34 5 kilo / ekar through drip.,asked about fertilizer dose for banana.
2414,Bavistin -30 gram + microla- 30 mili / 15 liter water,ASKED ABOUT ATTACK OF BLIGHT  ON CHILLI?
2415,JADAM Organic dreanching to plant 60 gram /plant,snail attcked on citrus ?
2416,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,ATTACK OF  WOOLY APHIDS on turmeric ?
2417,saowing time of wheat = fist 15 days of november,saowing time of wheat ?
2418,For control attack of fruit borer on tomato Spray Quinolphos 30 ml / 15 liter water,Asked about attack of fruit borer on tomato ?
2419,sucking pest attack on turmeric =Spray Actra 5 gm + bavistin 30 gm /15 Liter of Water(Thiomithoxom 25%)-Syngenta,sucking pest attack on turmeric ?
2420,"SPRAY CALSIBOR 30 GM /15 LITERS OF WATER

VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12","Asked About Flower Drop Of Cotton?

ASKED ABOUT VARIETIES OF BENGAL GRAM ?"
2421,For control attack of sucking pest on brinjal Spray Ullala 8 gm/15 Lit of Water.,Asked about attack of sucking pest on brinjal ?
2422,"In RISOD market -

Market Rate of soybean -Minimum- rupees/qtl and maximum -rupees/qtl",Asking About Market Rate of soybean in RISOD market?
2423,"In risod market -

Market Rate of green gram -Minimum- 4900 rupees/qtl and maximum - 5200 rupees/qtl",Asking About Market Rate of green gram in risod market?
2424,SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA,RUST ATTACK ON TURMERIC ?
2425,"Market price of soyabean -

Min- 3020	Max-3041       Average-3030/quintal",Farmer asked about market rate of soyabean?
2426,Spray Boom flower 30ml(DeviCropscience)/15 liter of Water.,ASKING ABOUT FOR BLOOSMING in tur?
2427,turmeric - 10 26 26 - 1 bag/acre,asked fertilizer dose for turmeric?
2428,SPRAY 19 19 19 60 GM + MICROLLA 30 ML /15 LITERS OF WATER,Asking about grouth Spray for Lemon?
2429,SPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE,ASKED ABOUT REDDENING OF COTTON ?
2430,Decis 100-4 ml/15 liter water.( Deltamethrin 100  % EC) Byer Crop Science,asking about caterpillar on cotton ?
2431,Blight attack control -Spray Blue copper -30 gm/15 lit water.(COPPER OXYCHLORIDE 50% WP)  SYNGENTA + Spray Chloropyriphos 30 ml/15 Lit of Water.,ATTACK OF BLIGHT ATTACK AND LEAF EATING CATERPILLAR ON TURMERIC ?
2432,Spray Blue copper -30 gm  +nuvan 20 mili/15 lit water.(COPPER OXYCHLORIDE 50% WP),attack of stem borer?
2433,"Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE

+	Spray fame  5ml/15 Lit of Water. (Flubendiamide 480 SC )- Byer Crop Science","FOR FLOWERING TUR ? +

ATTACK OF LEAF EATING CATERPILLAR ?"
2434,"The name of the crop-Harbara (15 September, 20 october, December)

Seed ratio (km / ha) Vijay-22-23, Vishal-15-16, Digvijay-11-12

Sowing distance (cm) -30-45 * 10

Hectare production (quintals / ha) 12-20

Period of crop (days) 100-115

Revised caste-Vijay, Digvijay, Saki 9 516, Virat",gram field preparation
2435,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL,Asked about BLIGHT ATTACK on Turmeric ?
2436,ATTACK OF BLIGHT ON MANGO-SPRAY OF SAAF 30 GM / 15 LITERS OF WATER.,ASKED ABOUT ATTACK OF BLIGHT ON MANGO?
2437,Spray Chloropyriphos 30 ml/15 Liter  of Water.,attack of fruit borer on brinjal ?
2438,Complete the sowing of horticultural wheat in the first fortnight of November,ASKING ABOUT WHEAT SOWING PERIOD?
2439,"PHULE CHITRA ,PHULE SUCHITRA ,PHULE MAULI, PHULE ANURADHA, PHULE REVTI, MALDANDI 35-1","ASKING ABOUT VARIETIES OF SORGHUM ?



VARIETIES OF SORGHUM -"
2440,Spray Oberon 15 ml / 15 Liter of Water.(Spiromesifen) BAYER CROP SCIENCE,asked about attack of white fly.
2441,Market Rate OF SOYBEAN - 2851 rupees/qt.,Asking About Market Rate OF SOYBEAN ?
2442,you can spray 12:51:00- 50 gm + microlla 30 ml / 15 liter of water,fertilizer spray for growth  on redgram?
2443,BIO 303 -15 ML / 15 LITERS OF WATER DAMAN,asking about sucking pest on  chili?
2444,CONTROL OF WHITE GRUB ON ORANGE - DRENCHING OF HAMALA 550 40 ML/15 LITERS OF WATER,Attack of White Grub on Orange ?
2445,Attack of White Grub ON TURMERIC - Use Thimate 4 kg / acre.,ASKING ABOUT Attack of White Grub ON TURMERIC ?
2446,"Spray Ridomil Gold 45 gm/15 Liter of Water(64% w/wmancozeb+4% w/wmetalaxyl-M)-Syngenta Contact,Systemic,Protectant",ASKING ABOUT ATTACK OF Downy or Blight on turmeric.
2447,WHITE GRUB  ON TUR -Use Fertera 4 kg /acre,ASKED ABOUT WHITE GRUB  ON TUR ?
2448,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,ATTACK OF LEAF EATING CATERPILLAR on sorghum ?
2449,Spray Quinalphos (20 % AF) 22 Ml/15 Liter Of Water,FRUIT BORER on tur ?
2450,SPRAY 00 52 34 60 GM /15 Lit of Water.,FERTILIZER SPRAY ON turmeric ?
2451,Market Rate Of COTTON:- 5556	5700	5670   Rupees/Qtl,Asking About Market Rate OF COTTON?
2452,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,ASKED ABOUT FERTILIZER DOSE FOR TUR ?
2453,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,FERTILIZER SPRAY
2454,13 00 45 3 KG /200 LITER WATER THROUGH DRIP,FERTILIZER DOSE FOR TOMATO?
2455,"Varieties of brinjal-Manjari gota,vaishali,aruna,pragati.",Asked about Varieties of brinjal?
2456,STEM BORRER ON MANGO-SPRAY NUVAN 20 ML / 15 LITERS OF WATER ( Dichlorvos 76% EC),attack of stem borrer on mango?
2457,attack of catepillar on turmeric  - Decis 100-4 ml/15 liter water.( Deltamethrin 100  % EC) Byer Crop Science,asked about attack of catepillar on turmeric ?
2458,spray sulphur 2 gram / 1 liter of water.,asked about attack of red mite
2459,10:26:26:1 bag - from drip/ 1 acre,asked about fertilizer dose for growth?
2460,DRENCHING OF HAMALA 550 40 ML/15 LITERS OF WATER.,Asked about Attack of White Grub on turmeric?
2461,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20%)DEVI CROP SCIENCE,INCREASE FLOWER ON TUR?
2462,Spray Ullala 8 gm/15 Lit of Water.UPL,Attack of White Fly  on brinjal ?
2463,JINTUR MARKET RATE OF 3750-3750 RS /QTL,FARMER ASKED ABOUT MARKET RATE OF BLACK GRAM   ?
2464,APPLICATION OF 19:19:19 60 GM + MICRONUTRIENT 30 ML+ mahadhan 1 bag / 15 LITRE OF WATER,FERTILIZER DOSE for citrus crop?
2465,SUCKING PEST ON CHILLI - Verticillium lecanii,ASKED ABOUT THRIPS ATTACK ON CHILLI  ?
2466,attack fertilizer spray on turmeric: 12:61:00 60 gm / 15 liter water.,asked about attack fertilizer spray on turmeric?
2467,MARKET RATE of soyabean-2600-3100 RS/QTL,FARMER ASKED ABOUT MARKET RATE of soyabean-?
2468,spray actera 5 gram + antracol 30 gram / 15 liter of water.,asked about yellowing of leaves
2469,MARKET RATE OF cotton   5500	5611- RS/QTL,FARMER ASKED ABOUT MARKET RATE OF  cotton  ?
2470,FOR FLOWERING OF TUR : Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,FOR FLOWERING  TUR?
2471,ATTACK OF LEAF EATING CATERPILLAR : Spray Profex super 30 ml/15 liter water.( Profenofos 40% + Cypermethrin4% )Nagarjuna,FARMER ASKED ABOUT ATTACK OF LEAF EATING CATERPILLAR ?
2472,shoot boror in turmeric  - Use Thimate 4 kg / acre.,asked about shoot boror in turmeric ?
2473,fertilizer spray on citrus-19 19 19 - 60 gm + 30 ml microlla / 15 liter of water,fertilizer spray on citrus?
2474,Apply 10:26:26 2 bag (jai kisan)+ urea 2 bag + zinc sulphate 10 kg + ferrous sulphate 10 kg + manganese sulphate 10 kg + calcium magnesium sulphar 10 kg + boron 5 kg + neem cake 50 kg per acre.,ASKING  ABOUT FERTILIZER DOSE FOR SUGARCANE ?
2475,SOWING SEASON OF WHEAT -15 OCT TO 15 NOV AND TOMATO SOWING SEASON PERIOD OCTOBER  ....,SOWING SEASON OF WHEAT AND TOMATO  ?
2476,Spray Quinolphos 30 ml / 15 liter water,attack of leaf eating caterpillar on redgram?
2477,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL,FUNGAL ATTACK   BRINJAL ?
2478,BY DRIP Drenching Of Chloropyriphos 300 Ml / 200 Lit Of Water/ACRE .,ASKED ABOUT ATTACK OF WHITE GRUB ON TURMERIC ?
2479,"custrad apple: plantation information varieties: Balanagar, Lal Sitafal, Memb:",farmer asked about  varieties custrad apple ?
2480,Spray Chloropyriphos 30 ml/15 Lit of Water.,CATERPILLAR ATTACK ON PIGEON PEA ?
2481,Stem Borer on maize-SPRAY NUVAN 20 ML / 15 LITERS OF WATER ( Dichlorvos 76% EC),Attack  Stem Borer on maize?
2482,FERTILIZER DOSE FOR PIGEON PEA : 1 BAG DAP PER ACRE.,ASKED ABOUT FERTILIZER DOSE FOR PIGEON PEA ?
2483,"Control of pod borer

1) Larky eggs can be seen on the spleen stalks or on the rear of the nearest page alone or in the cluster. Small larvae break out in 5 to 7 days. This condition is the most dangerous. If this condition is controlled, then the next two sprayers can be read.

2) Spraying of neem extract 5% or chloropyriphos 17 ml per 10 liters of water for control. Quinnolphos or prophnofos mixed with 20 ml per 10 liters of water, make 50% of the crop during flowering and pods. When feeding the seeds, sprinkle the amamacetene benzoate with 4 grams per 10 liters of water, if the increase of groundnut is increased along with the aloe vermicelli.",pod borer ?
2484,"Cucumber plantation was in Kharif and summer season. In the month of June and summer during the summer season, for the kharif season, the cultivation of Kakadi is done.",ASKING ABOUT CUCUMBER SEASON?
2485,SPRAY 00 52 34 4 KG + MICROLLA 300 ML /200 LITERS OF WATER,FERTILIZER SPRAY FOR GROWTH IN COTTON ?
2486,ATTACK STEM BORER ON MANGO: DEEP COTTON IN NUVAN AND PLACE IT INTO THE HOLE CREATED BY STEM BORER AND COVER THAT HOLE WITH MUD,ASKED ABOUT ATTACK STEM BORER ON MANGO?
2487,APPLICATION OF 10 26 26 2 BAG + UREA 2 BAG + MICRO NUTRIENTS 10 KG + HUMIC ACID 5 KG + NIMBOLI PEND 40 KG/ ACRE,asking about FERTILIZER DOSE FOR SUGARCANE ?
2488,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) AJEET-202 AJEET-349,asking about VARIETIES OF WHEAT ?
2489,MARKET RATE OF turmeric-5500-6475RS/QUINTAL.,ASKED ABOUT MARKET RATE OF turmeric?
2490,ASKED ABOUT CATERPILLAR ATTACK ON PIGEON PEA = Spray Chloropyriphos 30 ml + BAVISITN 30 GM /15 Lit of Water.,ASKED ABOUT CATERPILLAR ATTACK ON PIGEON PEA ?
2491,Spray Boom flower 30 ml/15 lit of Water.,ASKING ABOUT SPRAY FOR FLOWERING OF PIGEON PAE ?
2492,Use Fertera 3 kg /acre,Attack of White Grub ? ????? ????????
2493,ROW TO ROW DISTANCE 45 X 60 CM,ASKED ABOUT POTATO CULTIVATION ?
2494,"GIR COW INFORMATION These cows generally have a lactation (Vitala) of 3,200 kg with an average 4% fat",FARMER ASKED ABOUT GIR COW INFORMATION ?
2495,"CABBAGE VARIETY : PRIDE OF INDIA , GOLDEN EKAR",ASKING ABOUT VARIETIES OF CABBAGE  ?
2496,"ABOUT ATTACK OF blight ON TURMERIC Spray Ridomil Gold 45 gm/15 Liter of Water(64% w/wmancozeb+4% w/wmetalaxyl-M)-Syngenta Contact,Systemic,Protectant",ASKING ABOUT ATTACK OF blight ON TURMERIC ?
2497,DEEP COTTON IN NUVAN AND PLACE IT INTO THE HOLE CREATED BY STEM BORER AND COVER THAT HOLE WITH MUD,Attack  Stem Borer on mango ?
2498,DEEP COTTON IN NUVAN AND PLACE IT INTO THE HOLE CREATED BY STEM BORER AND COVER THAT HOLE WITH MUD,ASKED ABOUT ATTACK OF BORER ON MANGO ?
2499,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,ASKED ABOUT ATTACK OF FLOWER DROP ON COTTON ?
2500,Spray Chloropyriphos 30 ml/15 Lit of Water.,ATTACK OF SHOOT BORER ON JOWER?
2501,FERTILIZER DOSE FOR citrus - 12 61 00 4 kg /ACRE,asking about FERTILIZER DOSE FOR citrus ?
2502,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL,ASKED ABOUT FUNGAL ATTACK ON DRUMSTICK ?
2503,DRENCHING OF BLUE COPPER 30 GM /15 LITER WATER.,ASKED ABOUT ATTACK OF WILT ON ONION ?
2504,Spray Cabriotop 40 gm/15 Liter of Water-metiram (pyraclostrobin 50% + metiram 55%)Basf,BLIGHT ATTACK turmeric ?
2505,partur market rate of soybean- 2951-3101,asked about market rate of soybean ?
2506,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,"Attack of Aphids,Thrips and Jassids ON CUCUMBER ?"
2507,ATTACK OF CATTERPILLAR ON turmeric  - Spray Proclaim 07 gm/15 liter of Water(Emamectin Benzoate)Syngenta,ASKING ABOUT ATTACK OF CATTERPILLAR ON turmeric  ?
2508,SPRAY OF BLUE COPPER 30 GM /15 LITER WATER,ASKED ABOUT YELLOWING TURMERIC LEAVE ?
2509,SPRAY NEEM ARK 1 MILI/ LITER OF 10000 PPM,ASKED ABOUT SUCKING PEST ATTACK ON PAPAYA ?
2510,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,ASKING ABOUT SPRAY FOR CONTROLLING FLOWER DROP IN COTTON  ?
2511,Use Selphos POWDER to control of store grain pest.,asking about Control to store grain pest?
2512,attack of turmeric on mango  - chloropyriphos 40 ml + geru paste,asked about attack of turmeric on mango ?
2513,VARIETIES OF ACID LIME -VIKRAM PRE MALINI SAI SARBATI PHULE SARBATI,VARIETIES OF ACID LIME ?
2514,Spray Roger 15 ml+ M 45 30 GM /15 Liter of Water(Dimethoate),"Attack of Aphids,Thrips and Jassids?"
2515,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %),ASKING ABOUT SPRAY FOR FLOWERING ON PIGEON PEA  ?
2516,Market Rate of cotton -  5921 rupees/qtl,Asking About Market Rate of cotton  ?
2517,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,FOR FLOWERING for cotton ?
2518,SPRAY BIO 303 - 22 ML / 15 LITERS OF WATER DAMAN,ATTACK OF APHIDS  on pigeon pea?
2519,MARKET RATE OF CHILLI - MIN-3000  MAX-9000  AVERAGE-5000 RS/QUINTAL,ASKED ABOUT MARKET RATE OF CHILLI?
2520,MARKET RATE OF CHILLI  - 1500 RS/QTL,FARMER ASKED ABOUT MARKET RATE OF CHILLI ?
2521,Spray fame  5ml/15 Lit of Water. (Flubendiamide 480 SC )- Byer Crop Science,ATTACK OF LEAF EATING CATERPILLAR  ON PIGEON PEA?
2522,for control White Grub use  Rejent  7- 10kg/Acre Application.,attack of white grub?
2523,Spray Bavistine 30gm/15lit of Water.,ASKED ABOUT FUNGAL ATTACK ON MANGO ?
2524,CONTROLL OF BLIGHT ATTACK ON ONION-DRAINCHING OF BLUE COPPER 40 GM + HUMIC ACID 30 ML/15 LITER WATER.,ASKING ABOUT CONTROLL OF BLIGHT ATTACK ON ONION?
2525,By Drip 19:19:19 3 kg + microlla 1 lit / 200 lit water,Asked about growth spray of Pomegranate ?
2526,SOWING TIME OF PAPAYA -  SEPTEMBER - OCTOBER  .,ASKED ABOUT SOWING TIME OF PAPAYA ?
2527,wilt of brinjal- SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA,asked about wilt of brinjal ?
2528,DRENCHING OF LACENTA 20 MILI/ 15LIT OF WATER (Imidacloprid 40%+ Fipronil 40%)WG  BAYER CROP SCIENCE,ASKING ABOUT WHITE GRUB ON ONION?
2529,APPLICATION OF 10:26:26 1 BAG + MICRO NUTRIENTS 10 KG/ACRE,ASKING ABOUT FERTILIZER DOSE FOR ON ONION ?
2530,Spray Rogar 15ml/15 Liter of Water(Dimethoate)-Cheminova,ATTACK OF SUGARCANE WOOLY APHIDS ?
2531,SPRAY OF ROKO 15 GM / 15 LITERS OF WATER.,ASKED ABOUT FUNGAL ATTACK?
2532,Lancer Gold 51.8 SP 30 GM /15 LITERS OF WATER -(Acephate 50 + Imidacloprid 1.8 SP) UPL,ASKED ABOUT ATTACK OF THRIPS ON OKRA ?
2533,Attack  Stem Borer-Phorate 10 gm 10kg/Acre Application.,Attack  Stem Borer on sugarcane?
2534,SPRAY 19 19 19 40 GM + MICROLLA 25 ML /15 LITERS OF WATER,FERTILIZER SPRAY FOR GROWTH on cluster bean?
2535,"In PUNE market -

Market Rate of ONION -Minimum- 400 rupees/qtl and maximum - 1000 rupees/qtl",Asking About Market Rate of ONION in PUNE market?
2536,SPRAY 1 LITER CHLOROPYRIPHOS + 500 GRAM JAGGARY IN 200 LITRE OF WATER.,ASKED ABOUT FRUIT FLY ATTACK ON POMEGRANATE?
2537,spread fartera 5 kg / acre,attack of white grub on sugarcane ?
2538,CALCIUM NITRATE 2 KG + BORON 1 KG / ACRE,ASKED ABOUT FERTILIZER DOSE FOR POMEGRANATE ?
2539,SUCKING PEST on marigold=Spray Actra 5 gm+SAAF 30 GM /15 Liter of Water.(Thiomithoxom 25%)-Syngenta,ATTACK OF SUCKING PEST on marigold?
2540,By Drip 00:52:34   3 kg + microlla  300 ml+ BAVISTIN 300 GRAM /ACRE,ASKING ABOUT FERTILIZER DOSE FOR Pappaya ?
2541,Spray Quinolphos 30 ml / 15 liter water,ATTACK OF CATERPILLAR ON MARIGOLD?
2542,Lesenta (Imidacloprid 40% + Fipronil 40% w/w WG (80 WG))-150 gram/ 400 litre water.,Asked about attack of white grub in sugarcane ?
2543,fertilizer dose for pomegranate- 19 19 19 3 kilo + microlla 300 mili / 200 liter/ acre of water through drip,asked about fertilizer dose for pomegranate ?
2544,19:19:19-4 KILO + MICROLA-350 MILI + HUMIC ACID-1 LITER GIVES IN DRIP.,ASKED ABOUT FERTILIZER DOSE FOR GROWTH OF POMEGRANATE?
2545,"ARIETIES- BHAGYASHRI , PUSA GAURAV , RAJASHRI , ROMA 1057,",asked about varieties of tomato?
