QueryText,KCCAns
INCREASE FLOWER ON TUR?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20%)DEVI CROP SCIENCE
INCREASE FLOWER ON TUR?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20%)DEVI CROP SCIENCE
Attack of White Grub ?,Drenching of Chloropyriphos 40 ml / 15 lit of water.
Attack of White Grub ?,Drenching of Chloropyriphos 40 ml / 15 lit of water.
Asking About Market Rate of cotton ?,Market Rate of cotton   4850 - 5650 rupees/qtl
Asking About Market Rate of cotton ?,Market Rate of cotton   4850 - 5650 rupees/qtl
Leaf falling?,Use ethrel 2-4 ml/liter
Leaf falling?,Use ethrel 2-4 ml/liter
Attack of White Fly  on brinjal ?,Spray Ullala 8 gm/15 Lit of Water.UPL
Attack of White Fly  on brinjal ?,Spray Ullala 8 gm/15 Lit of Water.UPL
FARMER ASKED ABOUT MARKET RATE OF BLACK GRAM   ?,JINTUR MARKET RATE OF 3750-3750 RS /QTL
FARMER ASKED ABOUT MARKET RATE OF BLACK GRAM   ?,JINTUR MARKET RATE OF 3750-3750 RS /QTL
ASKED ABOUT MARKET RATE OF COTTON ?,"MARKET RATE OF COTTON- 



NANDURBAR -5725-5861RS/QUINTAL"
ASKED ABOUT MARKET RATE OF COTTON ?,"MARKET RATE OF COTTON- 



NANDURBAR -5725-5861RS/QUINTAL"
FERTILIZER DOSE for citrus crop?,APPLICATION OF 19:19:19 60 GM + MICRONUTRIENT 30 ML+ mahadhan 1 bag / 15 LITRE OF WATER
FERTILIZER DOSE for citrus crop?,APPLICATION OF 19:19:19 60 GM + MICRONUTRIENT 30 ML+ mahadhan 1 bag / 15 LITRE OF WATER
DRENCHING,DRAINCHING OF BLUE COPPER 30 GM + HUMIC ACID 30 ML/15 LITER WATER
DRENCHING,DRAINCHING OF BLUE COPPER 30 GM + HUMIC ACID 30 ML/15 LITER WATER
VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) NIAW-917(TAPOWAN ) AJEET-202 AJEET-349
VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) NIAW-917(TAPOWAN ) AJEET-202 AJEET-349
ASKED ABOUT THRIPS ATTACK ON CHILLI  ?,SUCKING PEST ON CHILLI - Verticillium lecanii
ASKED ABOUT THRIPS ATTACK ON CHILLI  ?,SUCKING PEST ON CHILLI - Verticillium lecanii
ASKING ABOUT SPRAY FOR FLOWERING ?,Spray of boom flower 20 ml /15 lit of water.
ASKING ABOUT SPRAY FOR FLOWERING ?,Spray of boom flower 20 ml /15 lit of water.
asked about attack fertilizer spray on turmeric?,attack fertilizer spray on turmeric: 12:61:00 60 gm / 15 liter water.
asked about attack fertilizer spray on turmeric?,attack fertilizer spray on turmeric: 12:61:00 60 gm / 15 liter water.
FARMER ASKED ABOUT MARKET RATE of soyabean-?,MARKET RATE of soyabean-2600-3100 RS/QTL
FARMER ASKED ABOUT MARKET RATE of soyabean-?,MARKET RATE of soyabean-2600-3100 RS/QTL
FARMER ASKED ABOUT MARKET RATE OF cotton ?,MARKET RATE OF cotton  - SONPETH	H-6 - MEDIUM STAPLE	QUINTAL	109	5850	5925RS/QTL
FARMER ASKED ABOUT MARKET RATE OF cotton ?,MARKET RATE OF cotton  - SONPETH	H-6 - MEDIUM STAPLE	QUINTAL	109	5850	5925RS/QTL
asked about yellowing of leaves,spray actera 5 gram + antracol 30 gram / 15 liter of water.
asked about yellowing of leaves,spray actera 5 gram + antracol 30 gram / 15 liter of water.
ASKED ABOUT MARKET RATE OF COTTON ?,MARKET RATE OF COTTON = VADVANI	5500  -  5825 RS/QTL...
ASKED ABOUT MARKET RATE OF COTTON ?,MARKET RATE OF COTTON = VADVANI	5500  -  5825 RS/QTL...
FARMER ASKED ABOUT MARKET RATE OF  cotton  ?,MARKET RATE OF cotton   5500	5611- RS/QTL
FARMER ASKED ABOUT MARKET RATE OF  cotton  ?,MARKET RATE OF cotton   5500	5611- RS/QTL
FOR FLOWERING  TUR?,FOR FLOWERING OF TUR : Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE
FOR FLOWERING  TUR?,FOR FLOWERING OF TUR : Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE
VARIETIES OF BENGAL GRAM ?,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12"
VARIETIES OF BENGAL GRAM ?,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12"
FARMER ASKED ABOUT ATTACK OF LEAF EATING CATERPILLAR ?,ATTACK OF LEAF EATING CATERPILLAR : Spray Profex super 30 ml/15 liter water.( Profenofos 40% + Cypermethrin4% )Nagarjuna
FARMER ASKED ABOUT ATTACK OF LEAF EATING CATERPILLAR ?,ATTACK OF LEAF EATING CATERPILLAR : Spray Profex super 30 ml/15 liter water.( Profenofos 40% + Cypermethrin4% )Nagarjuna
asked about shoot boror in turmeric ?,shoot boror in turmeric  - Use Thimate 4 kg / acre.
asked about shoot boror in turmeric ?,shoot boror in turmeric  - Use Thimate 4 kg / acre.
FARMER ASKED ABOUT MARKET RATE OF COTTON ?,JALNA-BADNAPUR COTTON MARKET RATE 8000  RS/QTL
FARMER ASKED ABOUT MARKET RATE OF COTTON ?,JALNA-BADNAPUR COTTON MARKET RATE 8000  RS/QTL
FARMER ASKED ABOUT MARKET RATE OF COTTON   ?,SONPETH MARKET RATE OF 5850 -5925 RS  /QTL
FARMER ASKED ABOUT MARKET RATE OF COTTON   ?,SONPETH MARKET RATE OF 5850 -5925 RS  /QTL
fertilizer spray on citrus?,fertilizer spray on citrus-19 19 19 - 60 gm + 30 ml microlla / 15 liter of water
fertilizer spray on citrus?,fertilizer spray on citrus-19 19 19 - 60 gm + 30 ml microlla / 15 liter of water
ASKING  ABOUT FERTILIZER DOSE FOR SUGARCANE ?,Apply 10:26:26 2 bag (jai kisan)+ urea 2 bag + zinc sulphate 10 kg + ferrous sulphate 10 kg + manganese sulphate 10 kg + calcium magnesium sulphar 10 kg + boron 5 kg + neem cake 50 kg per acre.
ASKING  ABOUT FERTILIZER DOSE FOR SUGARCANE ?,Apply 10:26:26 2 bag (jai kisan)+ urea 2 bag + zinc sulphate 10 kg + ferrous sulphate 10 kg + manganese sulphate 10 kg + calcium magnesium sulphar 10 kg + boron 5 kg + neem cake 50 kg per acre.
SOWING SEASON OF WHEAT AND TOMATO  ?,SOWING SEASON OF WHEAT -15 OCT TO 15 NOV AND TOMATO SOWING SEASON PERIOD OCTOBER  ....
SOWING SEASON OF WHEAT AND TOMATO  ?,SOWING SEASON OF WHEAT -15 OCT TO 15 NOV AND TOMATO SOWING SEASON PERIOD OCTOBER  ....
attack of leaf eating caterpillar on redgram?,Spray Quinolphos 30 ml / 15 liter water
attack of leaf eating caterpillar on redgram?,Spray Quinolphos 30 ml / 15 liter water
FUNGAL ATTACK   BRINJAL ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL
FUNGAL ATTACK   BRINJAL ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL
ATTACK OF SHOOT BORER ?,Spray Quinolphos 30 ml / 15 liter water
ATTACK OF SHOOT BORER ?,Spray Quinolphos 30 ml / 15 liter water
FARMER ASKED ABOUT MARKET RATE of cotton?,MARKET RATE of cotton-900-2300 RS/QTL
FARMER ASKED ABOUT MARKET RATE of cotton?,MARKET RATE of cotton-900-2300 RS/QTL
ASKING ABOUT CONTROL OF BLIGHT ATTACK ON TURMERIC ?,SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER.
ASKING ABOUT CONTROL OF BLIGHT ATTACK ON TURMERIC ?,SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER.
ASKED ABOUT ATTACK OF WHITE GRUB ON TURMERIC ?,BY DRIP Drenching Of Chloropyriphos 300 Ml / 200 Lit Of Water/ACRE .
ASKED ABOUT ATTACK OF WHITE GRUB ON TURMERIC ?,BY DRIP Drenching Of Chloropyriphos 300 Ml / 200 Lit Of Water/ACRE .
ASKING ABOUT SPRAY FOR FOR FLOWERING 	?,ABOUT SPRAY FOR FOR FLOWERING  Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)
ASKING ABOUT SPRAY FOR FOR FLOWERING 	?,ABOUT SPRAY FOR FOR FLOWERING  Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)
farmer asked about  varieties custrad apple ?,"custrad apple: plantation information varieties: Balanagar, Lal Sitafal, Memb:"
farmer asked about  varieties custrad apple ?,"custrad apple: plantation information varieties: Balanagar, Lal Sitafal, Memb:"
ATTACK OF POD BORER on tur  ?,ATTACK OF POD BORER on tur  - Spray Proclaim 5 gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta
ATTACK OF POD BORER on tur  ?,ATTACK OF POD BORER on tur  - Spray Proclaim 5 gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta
Asked About Market Rate of soyabin ?,Market Rateof soyabin - 3100 -3200rupees/qt.
Asked About Market Rate of soyabin ?,Market Rateof soyabin - 3100 -3200rupees/qt.
Asked about Flower Drop?,Spray of Plano fix 4ml/15 Lit of Water.
Asked about Flower Drop?,Spray of Plano fix 4ml/15 Lit of Water.
Farmer Asked About Market Rate?,"Market Rate Of Cotton-

Min - 5616      Max - 5625     Average -5625 RS/QUINTAL"
Farmer Asked About Market Rate?,"Market Rate Of Cotton-

Min - 5616      Max - 5625     Average -5625 RS/QUINTAL"
CATERPILLAR ATTACK ON PIGEON PEA ?,Spray Chloropyriphos 30 ml/15 Lit of Water.
CATERPILLAR ATTACK ON PIGEON PEA ?,Spray Chloropyriphos 30 ml/15 Lit of Water.
FERTILIZER DOSE FOR COTTON ?,FERTILIZER DOSE FOR COTTON = 1 BAG 10:26:26 + 25 GM/15 LITER WATER
FERTILIZER DOSE FOR COTTON ?,FERTILIZER DOSE FOR COTTON = 1 BAG 10:26:26 + 25 GM/15 LITER WATER
FARMER ASKED ABOUT MARKET RATE OF SOYBEAN?,17/10/2018 JALNA MARKET RATE OF SOYBEAN - 2850	3175	RS/QTL
FARMER ASKED ABOUT MARKET RATE OF SOYBEAN?,17/10/2018 JALNA MARKET RATE OF SOYBEAN - 2850	3175	RS/QTL
ATTACK OF SHOOT BORER ?,Spray Chloropyriphos 30 ml/15 Lit of Water.
ATTACK OF SHOOT BORER ?,Spray Chloropyriphos 30 ml/15 Lit of Water.
Attack of White Grub ?,Attack of White Grub -Ferterra 7 kg/acre
Attack of White Grub ?,Attack of White Grub -Ferterra 7 kg/acre
FARMER ASKED ABOUT MARKET RATE OF COTTON  ?,MARKET RATE OF COTTON  -4000 5000  RS/ QUINTAL
FARMER ASKED ABOUT MARKET RATE OF COTTON  ?,MARKET RATE OF COTTON  -4000 5000  RS/ QUINTAL
ASKING ABOUT  DRENCHING ?,DRENCHING OF BLUE COPPER 40 GM + HUMIC ACID 30 ML/15 LITER WATER
ASKING ABOUT  DRENCHING ?,DRENCHING OF BLUE COPPER 40 GM + HUMIC ACID 30 ML/15 LITER WATER
ATTACK OF SUCKING PEST ?,SPRAY KARATE 20 ML/15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA
ATTACK OF SUCKING PEST ?,SPRAY KARATE 20 ML/15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA
Attack  Stem Borer on maize?,Stem Borer on maize-SPRAY NUVAN 20 ML / 15 LITERS OF WATER ( Dichlorvos 76% EC)
Attack  Stem Borer on maize?,Stem Borer on maize-SPRAY NUVAN 20 ML / 15 LITERS OF WATER ( Dichlorvos 76% EC)
FARMER ASKED ABOUT MARKET RATE OF cotton ?,MARKET RATE OF cotton 5500  - RS/QTL
FARMER ASKED ABOUT MARKET RATE OF cotton ?,MARKET RATE OF cotton 5500  - RS/QTL
FARMER ASKED ABOUT MARKET RATE OF COTTON  ?,MARKET RATE OF COTTON -PULGAON	-5500-5581 RS/QTL
FARMER ASKED ABOUT MARKET RATE OF COTTON  ?,MARKET RATE OF COTTON -PULGAON	-5500-5581 RS/QTL
SEED TREATMENT TO SUGARCANE SETS ?,SETS ARE TREATED WITH 100 GM CARBENDAZIM + 300 ML MALATHION /100 LITERS OF WATER FOR 10 MIN AND THEN 10 KG AZATOBACTOR+ 1.25 KG PSB /100 LITERS OF WATER FOR 30 MIN
SEED TREATMENT TO SUGARCANE SETS ?,SETS ARE TREATED WITH 100 GM CARBENDAZIM + 300 ML MALATHION /100 LITERS OF WATER FOR 10 MIN AND THEN 10 KG AZATOBACTOR+ 1.25 KG PSB /100 LITERS OF WATER FOR 30 MIN
ASKED ABOUT FERTILIZER DOSE FOR PIGEON PEA ?,FERTILIZER DOSE FOR PIGEON PEA : 1 BAG DAP PER ACRE.
ASKED ABOUT FERTILIZER DOSE FOR PIGEON PEA ?,FERTILIZER DOSE FOR PIGEON PEA : 1 BAG DAP PER ACRE.
pod borer ?,"Control of pod borer

1) Larky eggs can be seen on the spleen stalks or on the rear of the nearest page alone or in the cluster. Small larvae break out in 5 to 7 days. This condition is the most dangerous. If this condition is controlled, then the next two sprayers can be read.

2) Spraying of neem extract 5% or chloropyriphos 17 ml per 10 liters of water for control. Quinnolphos or prophnofos mixed with 20 ml per 10 liters of water, make 50% of the crop during flowering and pods. When feeding the seeds, sprinkle the amamacetene benzoate with 4 grams per 10 liters of water, if the increase of groundnut is increased along with the aloe vermicelli."
pod borer ?,"Control of pod borer

1) Larky eggs can be seen on the spleen stalks or on the rear of the nearest page alone or in the cluster. Small larvae break out in 5 to 7 days. This condition is the most dangerous. If this condition is controlled, then the next two sprayers can be read.

2) Spraying of neem extract 5% or chloropyriphos 17 ml per 10 liters of water for control. Quinnolphos or prophnofos mixed with 20 ml per 10 liters of water, make 50% of the crop during flowering and pods. When feeding the seeds, sprinkle the amamacetene benzoate with 4 grams per 10 liters of water, if the increase of groundnut is increased along with the aloe vermicelli."
ASKED ABOUT MARKET RATE OF SOYABEAN ?,SOYABEAN MARKET RATE OF - 3068 RS/QUINTAL
ASKED ABOUT MARKET RATE OF SOYABEAN ?,SOYABEAN MARKET RATE OF - 3068 RS/QUINTAL
ASKING ABOUT CUCUMBER SEASON?,"Cucumber plantation was in Kharif and summer season. In the month of June and summer during the summer season, for the kharif season, the cultivation of Kakadi is done."
ASKING ABOUT CUCUMBER SEASON?,"Cucumber plantation was in Kharif and summer season. In the month of June and summer during the summer season, for the kharif season, the cultivation of Kakadi is done."
FERTILIZER SPRAY FOR GROWTH IN COTTON ?,SPRAY 00 52 34 4 KG + MICROLLA 300 ML /200 LITERS OF WATER
FERTILIZER SPRAY FOR GROWTH IN COTTON ?,SPRAY 00 52 34 4 KG + MICROLLA 300 ML /200 LITERS OF WATER
ASKED ABOUT ATTACK STEM BORER ON MANGO?,ATTACK STEM BORER ON MANGO: DEEP COTTON IN NUVAN AND PLACE IT INTO THE HOLE CREATED BY STEM BORER AND COVER THAT HOLE WITH MUD
ASKED ABOUT ATTACK STEM BORER ON MANGO?,ATTACK STEM BORER ON MANGO: DEEP COTTON IN NUVAN AND PLACE IT INTO THE HOLE CREATED BY STEM BORER AND COVER THAT HOLE WITH MUD
FERTILIZER DOSE FOR COTTON ?,APPLICATION OF 10 26 26 2 BAG + UREA 2 BAG + MICRO NUTRIENTS 10 KG + HUMIC ACID 5 KG + NIMBOLI PEND 40 KG/ ACRE
FERTILIZER DOSE FOR COTTON ?,APPLICATION OF 10 26 26 2 BAG + UREA 2 BAG + MICRO NUTRIENTS 10 KG + HUMIC ACID 5 KG + NIMBOLI PEND 40 KG/ ACRE
ATTACK OF LEAF EATING CATERPILLAR ?,Spray Chloropyriphos 30 ml/15 Lit of Water.
ATTACK OF LEAF EATING CATERPILLAR ?,Spray Chloropyriphos 30 ml/15 Lit of Water.
asking about FERTILIZER DOSE FOR SUGARCANE ?,APPLICATION OF 10 26 26 2 BAG + UREA 2 BAG + MICRO NUTRIENTS 10 KG + HUMIC ACID 5 KG + NIMBOLI PEND 40 KG/ ACRE
asking about FERTILIZER DOSE FOR SUGARCANE ?,APPLICATION OF 10 26 26 2 BAG + UREA 2 BAG + MICRO NUTRIENTS 10 KG + HUMIC ACID 5 KG + NIMBOLI PEND 40 KG/ ACRE
asking about VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) AJEET-202 AJEET-349
asking about VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) AJEET-202 AJEET-349
FERTILIZER SPRAY FOR GROWTH ?,SPRAY 12 61 00 40 60 GM + vipul  30 ML /15 LITERS OF WATER
FERTILIZER SPRAY FOR GROWTH ?,SPRAY 12 61 00 40 60 GM + vipul  30 ML /15 LITERS OF WATER
ASKING ABOUT VARIETIES OF BENGAL GRAM ?,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12"
ASKING ABOUT VARIETIES OF BENGAL GRAM ?,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12"
VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) AJEET-202 AJEET-349
VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) AJEET-202 AJEET-349
ASKING ABOUT SPRAY FOR FLOWERING ?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE
ASKING ABOUT SPRAY FOR FLOWERING ?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE
attack of midge fly on turmeric ?,Drenching of Chloropyriphos 40 ml / 15 lit of water.
attack of midge fly on turmeric ?,Drenching of Chloropyriphos 40 ml / 15 lit of water.
ASKED ABOUT MARKET RATE OF turmeric?,MARKET RATE OF turmeric-5500-6475RS/QUINTAL.
ASKED ABOUT MARKET RATE OF turmeric?,MARKET RATE OF turmeric-5500-6475RS/QUINTAL.
ASKED ABOUT CATERPILLAR ATTACK ON PIGEON PEA ?,ASKED ABOUT CATERPILLAR ATTACK ON PIGEON PEA = Spray Chloropyriphos 30 ml + BAVISITN 30 GM /15 Lit of Water.
ASKED ABOUT CATERPILLAR ATTACK ON PIGEON PEA ?,ASKED ABOUT CATERPILLAR ATTACK ON PIGEON PEA = Spray Chloropyriphos 30 ml + BAVISITN 30 GM /15 Lit of Water.
Attack of White Fly ?,Spray Ullala 8 gm/15 Lit of Water. (Flonicamid 50% WG) UPL
Attack of White Fly ?,Spray Ullala 8 gm/15 Lit of Water. (Flonicamid 50% WG) UPL
ASKING ABOUT SPRAY FOR FLOWERING OF PIGEON PAE ?,Spray Boom flower 30 ml/15 lit of Water.
ASKING ABOUT SPRAY FOR FLOWERING OF PIGEON PAE ?,Spray Boom flower 30 ml/15 lit of Water.
Attack of White Grub ?,Drenching of Chloropyriphos 40 ml / 15 lit of water.
Attack of White Grub ?,Drenching of Chloropyriphos 40 ml / 15 lit of water.
ATTACK OF LEAF EATING CATERPILLAR on tur ?,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta
ATTACK OF LEAF EATING CATERPILLAR on tur ?,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta
FARMER ASKED ABOUT MARKET RATE OF COTTON ?,MARKET RATE OF COTTON -5500  RS /QTL
FARMER ASKED ABOUT MARKET RATE OF COTTON ?,MARKET RATE OF COTTON -5500  RS /QTL
Attack of White Grub ? ????? ????????,Use Fertera 3 kg /acre
Attack of White Grub ? ????? ????????,Use Fertera 3 kg /acre
ATTACK OF LEAF EATING CATERPILLAR ?,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta
ATTACK OF LEAF EATING CATERPILLAR ?,Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta
ASKED ABOUT POTATO CULTIVATION ?,ROW TO ROW DISTANCE 45 X 60 CM
ASKED ABOUT POTATO CULTIVATION ?,ROW TO ROW DISTANCE 45 X 60 CM
FARMER ASKED ABOUT MARKET RATE OF COTTON?,"MARKET RATE OF COTTON -

MIN- 5500      MAX- 5500      AVERAGE- 5500   RS/QTL"
FARMER ASKED ABOUT MARKET RATE OF COTTON?,"MARKET RATE OF COTTON -

MIN- 5500      MAX- 5500      AVERAGE- 5500   RS/QTL"
FARMER ASKED ABOUT GIR COW INFORMATION ?,"GIR COW INFORMATION These cows generally have a lactation (Vitala) of 3,200 kg with an average 4% fat"
FARMER ASKED ABOUT GIR COW INFORMATION ?,"GIR COW INFORMATION These cows generally have a lactation (Vitala) of 3,200 kg with an average 4% fat"
ASKING ABOUT VARIETIES OF CABBAGE  ?,"CABBAGE VARIETY : PRIDE OF INDIA , GOLDEN EKAR"
ASKING ABOUT VARIETIES OF CABBAGE  ?,"CABBAGE VARIETY : PRIDE OF INDIA , GOLDEN EKAR"
ASKING ABOUT ATTACK OF blight ON TURMERIC ?,"ABOUT ATTACK OF blight ON TURMERIC Spray Ridomil Gold 45 gm/15 Liter of Water(64% w/wmancozeb+4% w/wmetalaxyl-M)-Syngenta Contact,Systemic,Protectant"
ASKING ABOUT ATTACK OF blight ON TURMERIC ?,"ABOUT ATTACK OF blight ON TURMERIC Spray Ridomil Gold 45 gm/15 Liter of Water(64% w/wmancozeb+4% w/wmetalaxyl-M)-Syngenta Contact,Systemic,Protectant"
VARIETIES OF TOMATO ?,VARIETIES OF TOMATO -PUSA RUBI PUSA SHITAL
VARIETIES OF TOMATO ?,VARIETIES OF TOMATO -PUSA RUBI PUSA SHITAL
Attack of White Grub ?,Humnasur 6 kg/acre(Patil Biotech)
VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) NIAW-917(TAPOWAN ) AJEET-202 AJEET-349
VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) NIAW-917(TAPOWAN ) AJEET-202 AJEET-349
ATTACK OF LEAF EATING CATERPILLAR ?,Spray of Quinolphos 30 ml / 15 liter water
ATTACK OF LEAF EATING CATERPILLAR ?,Spray of Quinolphos 30 ml / 15 liter water
Attack  Stem Borer on mango ?,DEEP COTTON IN NUVAN AND PLACE IT INTO THE HOLE CREATED BY STEM BORER AND COVER THAT HOLE WITH MUD
Attack  Stem Borer on mango ?,DEEP COTTON IN NUVAN AND PLACE IT INTO THE HOLE CREATED BY STEM BORER AND COVER THAT HOLE WITH MUD
VARIETIES OF BENGAL GRAM ?,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12"
VARIETIES OF BENGAL GRAM ?,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12"
ASKED ABOUT ATTACK OF BORER ON MANGO ?,DEEP COTTON IN NUVAN AND PLACE IT INTO THE HOLE CREATED BY STEM BORER AND COVER THAT HOLE WITH MUD
ASKED ABOUT ATTACK OF BORER ON MANGO ?,DEEP COTTON IN NUVAN AND PLACE IT INTO THE HOLE CREATED BY STEM BORER AND COVER THAT HOLE WITH MUD
ASKED ABOUT ATTACK OF FLOWER DROP ON COTTON ?,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER
ASKED ABOUT ATTACK OF FLOWER DROP ON COTTON ?,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER
FARMER ASKED ABOUT MARKET RATE OF SOYABEAN?,MARKET RATE OF SOYABEAN  3000  RS/QTL
FARMER ASKED ABOUT MARKET RATE OF SOYABEAN?,MARKET RATE OF SOYABEAN  3000  RS/QTL
ASKED ABOUT MARKET RATE OF SOYBEAN?,MARKET RATE OF SOYBEAN- MIN-2900   MAX-3111  AVERAGE-3000 RS/QTL
ASKED ABOUT MARKET RATE OF COTTON  ?,MARKET RATE OF COTTON -5500 RS/QUINTAL
ATTACK OF SHOOT BORER ON JOWER?,Spray Chloropyriphos 30 ml/15 Lit of Water.
Asked about Market rate of soyabean?,Market rate of soyabean-2930-3090 Rs/qtl.
FARMER ASKED ABOUT MARKET RATE OF cotton  ?,KINWAT cotton MARKET RATE  -5550  RS/QTL
ATTACK OF  CATERPILLAR ?,Spray Quinolphos 30 ml / 15 liter water
asking about FERTILIZER DOSE FOR citrus ?,FERTILIZER DOSE FOR citrus - 12 61 00 4 kg /ACRE
ASKED ABOUT FUNGAL ATTACK ON DRUMSTICK ?,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL
ASKED ABOUT ATTACK OF WILT ON ONION ?,DRENCHING OF BLUE COPPER 30 GM /15 LITER WATER.
BLIGHT ATTACK turmeric ?,Spray Cabriotop 40 gm/15 Liter of Water-metiram (pyraclostrobin 50% + metiram 55%)Basf
asked about attack of sucking pest.,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta
asked about market rate of soybean ?,partur market rate of soybean- 2951-3101
Attack of White Grub ?,DRENCHING OF HAMLA 550 500 ML / 200 LITERS OF WATER / ACRE THROUGH DRIP
asked about attack of rhizome fly on turmeric ?,attack of rhizome fly on turmeric -drenching  Chloropyriphos 30ml/15 Liter of Water.
"Attack of Aphids,Thrips and Jassids ON CUCUMBER ?",Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta
ASKING ABOUT ATTACK OF CATTERPILLAR ON turmeric  ?,ATTACK OF CATTERPILLAR ON turmeric  - Spray Proclaim 07 gm/15 liter of Water(Emamectin Benzoate)Syngenta
ASKING ABOUT FERTILIZER SPRAY IN TURMERIC ?,GERMINATOR 250ML + THIVAR 250 ML + CROPSHINER 250 ML + PROTECTANT 100 GM + PRIZM 250 ML + HARMONY 100 ML + 100 LIT WATER
FOR FLOWERING,Spray Boom flower 30 ml+00 52 34 60 gm/15 lit of Water. (NITROBENZINE 20%)DEVI CROP SCIENCE
ASKED ABOUT YELLOWING TURMERIC LEAVE ?,SPRAY OF BLUE COPPER 30 GM /15 LITER WATER
ASKED ABOUT SUCKING PEST ATTACK ON PAPAYA ?,SPRAY NEEM ARK 1 MILI/ LITER OF 10000 PPM
ATTACK OF LEAF EATING CATERPILLAR ?,Spray Chloropyriphos 30 ml/15 Lit of Water.
FERTILIZER DOSE FOR SUGARCANE ?,APPLICATION OF 18 46 00 100 KG + MOP 100 KG + NIMBOLI PEND 50 KG + SULPHUR 3 KG +MICRO NUTRIENTS 3 KG + ZINC SULPHATE 3 KG + FEROUS SULPHATE 3 KG/ ACRE AT TIME OF PLANTING
ASKING ABOUT SPRAY FOR CONTROLLING FLOWER DROP IN COTTON  ?,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER
